asin,description,manufacturer,name,no_of_reviews,price,rating,url
B0B8CSC4F1,TAGUDA Travel Foldable Nylon Duffle Tote Bag Portable Waterproof Lightweight Carry On Luggage Sport Folding Duffle Bag Weekender Overnight Gym Sports Bag for Women Girl Large Capacity Folding Travel Bag Foldable Travel Duffel Bag Portable Travel Lightweight Waterproof Oxford Fabric Duffel Bag for Sports Gym Vacation Folding Travel Bag with Luggage Sleeve Pink Shoulder Travel Duffle Bags for Women Expandable Weekender Carry On Overnight Bags Gym Tote Bag with Dry Wet Separation,,TAGUDA Travel Foldable Portable Lightweight Luggage Storage Duffle Tote Hand Organizer Easy Carry Bags Backpack Set for Men Women Travel Luggage (Mint Green Travel Bag),,299,3.4,https://amazon.in/dp/B0B8CSC4F1
B09H7PK5ML,,1,TRUE HUMAN Anti-Theft and USB charging port backpack with security lock Laptop bag|office bag| for men and women (Grey),,649,3.8,https://amazon.in/dp/B09H7PK5ML
B097KDRZ67,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.",Gear,Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),,1794,4.4,https://amazon.in/dp/B097KDRZ67
B07QL8633G,,AirCase,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",,929,3.9,https://amazon.in/dp/B07QL8633G
B088XG77KN,,,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",,398,4.1,https://amazon.in/dp/B088XG77KN
B09B2581S9,,Safari Industries,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",,959,3.7,https://amazon.in/dp/B09B2581S9
B0B5YGJQSV,"Stylish, affordable and spacious compartmentS. Super spacious - 40 litre space 3 Spacious Compartments Quick access front pocket Organizer Premium and Durable Fabric Rain Cover Coin Pocket Padded Grab Handle","VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025",Aristocrat Hi Space 40L Unisex Wine Laptop Bags,,1051,4.1,https://amazon.in/dp/B0B5YGJQSV
B0BTYTY8GG,"Introducing the ultimate ""Sigma"" backpacks designed for the environmentally conscious and tech-savvy individual. Crafted from premium recycled materials, this backpack is a perfect combination of functionality and sustainability . The spacious interior is specifically designed to protect your laptop and tablet. With its sleek and stylish design, you can carry your essentials in comfort and style while making a positive impact on the environment.",Acefour Accessories Pvt. Ltd.,"UPPERCASE Sigma Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,2100,4.7,https://amazon.in/dp/B0BTYTY8GG
B0BNVXG27V,,Acefour Accessories Pvt. Ltd.,"uppercase Medium 21L Quilted Laptop Backpack 2500EBP2 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,1400,4.6,https://amazon.in/dp/B0BNVXG27V
B0BHX7GY16,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",Amazing Bags,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,,849,3.9,https://amazon.in/dp/B0BHX7GY16
B08PSX1LN9,"This Rucksack backpack ensures complete safety to your 17.3 inch laptop with high quality build and a wide range of built-in features, With a Dual Side Pocket In the inside of the bag, featuring protective padding, you can rest assured that the laptop inside it will be well cushioned from any accidents caused when you bump into any surface. As it is made of nylon, can withstand abrasions and is long lasting. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily. A Front Pocket with an Organizer helps you store your small essentials. It also features Reflector Logo, Rain cover and Reflector patch which is highly useful for motorists, cyclists, walking at night. It also features an Earphone Cord Support which very useful for long travelers. The inner material is made of polyester. This backpack is also water-resistant.",AB Amazing Bags,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,,1349,4.1,https://amazon.in/dp/B08PSX1LN9
B0B81YTTWS,,Acefour Accessories Pvt. Ltd.,"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,1700,4.0,https://amazon.in/dp/B0B81YTTWS
B0C9HRR6NW,,"ANUVRUTI ENTERPRISE , SURAT , GUJARAT - 395004","FALONG Waist Bag for Men & Women Water Resistant Running Waist Pack, Running Belt with Large Capacity, Sweat-Proof Adjustable Elastic Strap and Headphone Hole, Ideal for All Mobile Phones",,320,4.7,https://amazon.in/dp/B0C9HRR6NW
B0C555LQF4,Northzone Sling Cross Body Travel Office Business Messenger one Side Shoulder Pouch Bag Money Bag for Men and Women,SHABA BAGS,NORTH ZONE Northzone Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,,249,3.8,https://amazon.in/dp/B0C555LQF4
B0B7DT6HY3,,Martucci,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,,746,4.0,https://amazon.in/dp/B0B7DT6HY3
B07XVMR33Q,,Atulitu Agency,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,,843,4.0,https://amazon.in/dp/B07XVMR33Q
B0B3XY5TMK,,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",Skybags VOXEL BACKPACK,,834,3.9,https://amazon.in/dp/B0B3XY5TMK
B09321GJXZ,,,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,,749,4.0,https://amazon.in/dp/B09321GJXZ
B0B8NV9YX3,"Are you bored with the same old U-shaped backpacks? Are you bored about seeing backpacks that are as thin as sheets of paper? Do you frequently travel away from home for a couple of days? This handcrafted uppercase multi-utility backpack is the perfect stylish and sturdy yet lightweight laptop backpack. It is large enough to hold a 14"" laptop and leave you more than enough space to pack all the necessities for an outdoor trip. Whether you are a college student or a working professional, this is an ideal everyday backpack. Designed with care.Spacious compartment that can carry 10+ A4-sized books, a set of clothes, and all your essential chargers and electronics. Front access pocket for you to easily carry important small items. Bottle holder on the side. Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys.Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every uppercase multi-utility laptop backpack bought helps reduce 10 1-litre plastic bottles from the planet, helps conserve 130ml of crude oil, and prevents 649g of CO₂ emission.",Acefour Accessories Pvt. Ltd.,uppercase Medium 21 Ltrs Office Overnighter (14.6 inch) Laptop Backpack 2700EBP1 3x More Water Repellent Sustainable Bags with Rain Proof Zippers Maroon,,1550,3.7,https://amazon.in/dp/B0B8NV9YX3
B09CV24TMK,,,Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),,512,4.0,https://amazon.in/dp/B09CV24TMK
B07DMKJJB4,,,motherly Stylish Babies Diaper Bags for Mothers - Economical Version (Grey and Pink),,1799,4.6,https://amazon.in/dp/B07DMKJJB4
B0B69M182Q,,Acefour Accessories Pvt. Ltd.,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,1600,4.0,https://amazon.in/dp/B0B69M182Q
B07F2H25NP,,No,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),,429,4.3,https://amazon.in/dp/B07F2H25NP
B08YF9VHTY,,Safari,Genie Flamenco2 Casual Backpacks for Women,,733,4.3,https://amazon.in/dp/B08YF9VHTY
B09YRT2F7Q,,Capriff,"Capriff Men's 35 L Casual Waterproof Laptop Backpack with Rain Cover & Adjustable Strap with 2 Compartment, Teal",,699,3.8,https://amazon.in/dp/B09YRT2F7Q
B07NZBG7YX,,Eume,"EUME Ease - 31L Premium Laptop Bag for Men, Black | Built-in Massager, Water Resistant & Anti-Theft | Fits Up-to 15.6"" MacBook | Travel Bag | Business Bag |Office Bag for Men & Women",,5599,3.8,https://amazon.in/dp/B07NZBG7YX
B084LF4RT5,,,"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey,Oxford Fabric)",,1699,4.4,https://amazon.in/dp/B084LF4RT5
B0BS6YGKMC,,Lookmuster,LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack…,,614,3.9,https://amazon.in/dp/B0BS6YGKMC
B0C23Z9W18,,HalfMoon,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,,649,3.6,https://amazon.in/dp/B0C23Z9W18
B0BRTDXVZC,"A Sporty Versatile School Laptop Collage Office Backpack From ROZEN Made Of Polyester. It Has a 3 opening Compartment & 2 For quick & easy access to essential While the mesh padding on the back panel will feel comfortable, even on a hot day. Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 25 Cm.",ROZEN,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",,697,4.0,https://amazon.in/dp/B0BRTDXVZC
B07PXTDBH4,"Divulge drawstring backpack is a 16 Litres - sports & multi utility backpack made out of high-performance coated polyester fabric which makes the backpack sturdy, durable and highly water resistant.The gussets on the either sides of the backpack expands and provides a roomy space when filled with stuff. Provided with stretchable Strings for Main Closure, makes it easy and quick to store the things. As its a collapsible bag you can fold it into a small size and keep it in a pocket. This backpack is perfect pick for all purposes, be it for your day trips, tuition classes, Gyming, yoga, Swimming, cycling and other sport sessions.",DIVULGE,"DIVULGE Multi Utility Drawstring Bag (Black , 16 L)",,145,4.0,https://amazon.in/dp/B07PXTDBH4
B09B277CR5,,Safari Industries,"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",,609,3.8,https://amazon.in/dp/B09B277CR5
B0C6QV9GCY,"Zebronics Techsheild A1, 18 Liters, 1 Compartment Laptop Backpack and front pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Light Grey)",,"Zebronics TechshieldA1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Light Grey)",,634,5.0,https://amazon.in/dp/B0C6QV9GCY
B0BR1D4SL1,,Acefour Accessories Pvt. Ltd.,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,1800,4.4,https://amazon.in/dp/B0BR1D4SL1
B0BZ896QTX,,,MTRoyaldia Hard Shell Waterproof Laptop Backpack 17 Inch Business Gaming Backpack Waterproof with USB Charging Port,,2999,4.0,https://amazon.in/dp/B0BZ896QTX
B0BPTV3795,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.",ADISA,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,,599,3.8,https://amazon.in/dp/B0BPTV3795
B0BRKFXT9Z,,,AmazonBasics - Mini Backpack for Outdoor Use (12 l) (Black),,279,3.7,https://amazon.in/dp/B0BRKFXT9Z
B09B27S9SG,,,"Safari Tribe 35 Ltrs Large Laptop Backpack with 3 Compartments, Water Resistant Fabric - Black (TRIBE19CBBLK)",,1109,3.8,https://amazon.in/dp/B09B27S9SG
